mlb;sku;gtin;title;date_created;ultima_venda;status;parent_item_id;tipo;envio;stock_total;stock_source;stock_variations_count;sales_units;sold_value_cents;variation_id;variation_name
MLB3868985949;100693;;Sofá 2 Lugares Orgânico 140cm Pé Dourado Morgan Bouclê;2024-10-04;;active;;Premium;Por conta do comprador;259;variation;1;;;181839328936;Cor: Terra
MLB3868985949;100693;;Sofá 2 Lugares Orgânico 140cm Pé Dourado Morgan Bouclê;2024-10-04;;active;;Premium;Por conta do comprador;259;variation;1;;;181839328938;Cor: Verde
MLB5104350856;100949;;Cadeira Sala De Jantar Base Industrial Dourada Stella Bouclê;2024-10-07;;active;;Premium;Frete gratis;1004;variation;1;;;181856043176;Cor: Bege
MLB5104350856;100949;;Cadeira Sala De Jantar Base Industrial Dourada Stella Bouclê;2024-10-07;;active;;Premium;Frete gratis;1000;variation;1;;;181856043164;Cor: Azul
MLB5104350856;100949;;Cadeira Sala De Jantar Base Industrial Dourada Stella Bouclê;2024-10-07;;active;;Premium;Frete gratis;1000;variation;1;;;181856043156;Cor: Grafite
MLB5104350856;100949;;Cadeira Sala De Jantar Base Industrial Dourada Stella Bouclê;2024-10-07;;active;;Premium;Frete gratis;996;variation;1;;;181856043158;Cor: Off White
MLB5104350856;100949;;Cadeira Sala De Jantar Base Industrial Dourada Stella Bouclê;2024-10-07;;active;;Premium;Frete gratis;0;variation;1;;;181856043162;Cor: Verde Menta
MLB5104350856;100949;;Cadeira Sala De Jantar Base Industrial Dourada Stella Bouclê;2024-10-07;;active;;Premium;Frete gratis;1000;variation;1;;;181856043160;Cor: Terra
MLB5104350856;100949;;Cadeira Sala De Jantar Base Industrial Dourada Stella Bouclê;2024-10-07;;active;;Premium;Frete gratis;1000;variation;1;;;181856043166;Cor: Cinza
MLB5104350856;100949;;Cadeira Sala De Jantar Base Industrial Dourada Stella Bouclê;2024-10-07;;active;;Premium;Frete gratis;998;variation;1;;;181856043168;Cor: Verde Pistache
MLB5104350856;100949;;Cadeira Sala De Jantar Base Industrial Dourada Stella Bouclê;2024-10-07;;active;;Premium;Frete gratis;999;variation;1;;;181856043170;Cor: Mostarda
MLB5104350856;100949;;Cadeira Sala De Jantar Base Industrial Dourada Stella Bouclê;2024-10-07;;active;;Premium;Frete gratis;1000;variation;1;;;181856043172;Cor: Rose
MLB5104350856;100949;;Cadeira Sala De Jantar Base Industrial Dourada Stella Bouclê;2024-10-07;;active;;Premium;Frete gratis;1000;variation;1;;;181856043174;Cor: Verde
MLB5105086870;101093;;Cadeira Sala De Jantar Pé De Ferro Preto Kit 2 Stella Bouclê;2024-10-07;;active;;Classico;Frete gratis;133;variation;1;;;185319781227;Cor: Cinza
MLB5105086870;101093;;Cadeira Sala De Jantar Pé De Ferro Preto Kit 2 Stella Bouclê;2024-10-07;;active;;Classico;Frete gratis;123;variation;1;;;185319781229;Cor: Bege
MLB5105086870;101093;;Cadeira Sala De Jantar Pé De Ferro Preto Kit 2 Stella Bouclê;2024-10-07;;active;;Classico;Frete gratis;133;variation;1;;;185319781231;Cor: Terra
MLB5105086870;101093;;Cadeira Sala De Jantar Pé De Ferro Preto Kit 2 Stella Bouclê;2024-10-07;;active;;Classico;Frete gratis;0;variation;1;;;185319781233;Cor: Verde Menta
MLB5105086870;101093;;Cadeira Sala De Jantar Pé De Ferro Preto Kit 2 Stella Bouclê;2024-10-07;;active;;Classico;Frete gratis;133;variation;1;;;185319781235;Cor: Verde
MLB5105086870;101093;;Cadeira Sala De Jantar Pé De Ferro Preto Kit 2 Stella Bouclê;2024-10-07;;active;;Classico;Frete gratis;133;variation;1;;;185319781237;Cor: Rose
MLB5105086870;101093;;Cadeira Sala De Jantar Pé De Ferro Preto Kit 2 Stella Bouclê;2024-10-07;;active;;Classico;Frete gratis;133;variation;1;;;185319781239;Cor: Off White
MLB5105086870;101093;;Cadeira Sala De Jantar Pé De Ferro Preto Kit 2 Stella Bouclê;2024-10-07;;active;;Classico;Frete gratis;133;variation;1;;;185319781241;Cor: Mostarda
MLB5105086870;101093;;Cadeira Sala De Jantar Pé De Ferro Preto Kit 2 Stella Bouclê;2024-10-07;;active;;Classico;Frete gratis;133;variation;1;;;185319781243;Cor: Verde Pistache
MLB5105086870;101093;;Cadeira Sala De Jantar Pé De Ferro Preto Kit 2 Stella Bouclê;2024-10-07;;active;;Classico;Frete gratis;133;variation;1;;;185319781245;Cor: Grafite
MLB5105086870;101093;;Cadeira Sala De Jantar Pé De Ferro Preto Kit 2 Stella Bouclê;2024-10-07;;active;;Classico;Frete gratis;133;variation;1;;;185319781247;Cor: Azul
MLB3870712137;101003;;Cadeira Sala De Jantar Giratória Cromada Kit 2 Stella Suede;2024-10-07;;active;;Premium;Frete gratis;499;variation;1;;;181858750768;Cor: Cinza
MLB3870712137;101003;;Cadeira Sala De Jantar Giratória Cromada Kit 2 Stella Suede;2024-10-07;;active;;Premium;Frete gratis;0;variation;1;;;181858750766;Cor: Bege
MLB3870712137;101003;;Cadeira Sala De Jantar Giratória Cromada Kit 2 Stella Suede;2024-10-07;;active;;Premium;Frete gratis;0;variation;1;;;181858750764;Cor: Azul Marinho
MLB3870712137;101003;;Cadeira Sala De Jantar Giratória Cromada Kit 2 Stella Suede;2024-10-07;;active;;Premium;Frete gratis;500;variation;1;;;181858750770;Cor: Grafite
MLB3870712137;101003;;Cadeira Sala De Jantar Giratória Cromada Kit 2 Stella Suede;2024-10-07;;active;;Premium;Frete gratis;500;variation;1;;;181858750772;Cor: Marrom
MLB3870712137;101003;;Cadeira Sala De Jantar Giratória Cromada Kit 2 Stella Suede;2024-10-07;;active;;Premium;Frete gratis;499;variation;1;;;181858750774;Cor: Marrom Rato
MLB3870712137;101003;;Cadeira Sala De Jantar Giratória Cromada Kit 2 Stella Suede;2024-10-07;;active;;Premium;Frete gratis;500;variation;1;;;181858750776;Cor: Preto
MLB3870712137;101003;;Cadeira Sala De Jantar Giratória Cromada Kit 2 Stella Suede;2024-10-07;;active;;Premium;Frete gratis;500;variation;1;;;181858750778;Cor: Rosa Bebê
MLB3870712137;101003;;Cadeira Sala De Jantar Giratória Cromada Kit 2 Stella Suede;2024-10-07;;active;;Premium;Frete gratis;500;variation;1;;;181858750780;Cor: Rose
MLB3870712137;101003;;Cadeira Sala De Jantar Giratória Cromada Kit 2 Stella Suede;2024-10-07;;active;;Premium;Frete gratis;500;variation;1;;;181858750782;Cor: Verde
MLB3870736441;101013;;Cadeira Sala De Jantar Giratória Cromada Stella Sintético;2024-10-07;;active;;Premium;Frete gratis;1000;variation;1;;;185324012629;Cor: Branco
MLB3870736441;101013;;Cadeira Sala De Jantar Giratória Cromada Stella Sintético;2024-10-07;;active;;Premium;Frete gratis;0;variation;1;;;185324012627;Cor: Bege
MLB3870736441;101013;;Cadeira Sala De Jantar Giratória Cromada Stella Sintético;2024-10-07;;active;;Premium;Frete gratis;0;variation;1;;;185324012631;Cor: Preto
MLB3870697217;101069;;Cadeira Sala De Jantar Pé Palito Natural Stella Linho;2024-10-07;;active;;Premium;Frete gratis;317;variation;1;;;185323984231;Cor: Bege
MLB3870697217;101069;;Cadeira Sala De Jantar Pé Palito Natural Stella Linho;2024-10-07;;active;;Premium;Frete gratis;328;variation;1;;;185323984233;Cor: Cinza
MLB3870697217;101069;;Cadeira Sala De Jantar Pé Palito Natural Stella Linho;2024-10-07;;active;;Premium;Frete gratis;317;variation;1;;;185323984235;Cor: Grafite
MLB3870697217;101069;;Cadeira Sala De Jantar Pé Palito Natural Stella Linho;2024-10-07;;active;;Premium;Frete gratis;328;variation;1;;;185323984237;Cor: Preto
MLB5105073562;101061;;Cadeira Sala De Jantar Pé De Ferro Preto Stella Bouclê;2024-10-07;;active;;Premium;Frete gratis;247;variation;1;;;181858107618;Cor: Bege
MLB5105073562;101061;;Cadeira Sala De Jantar Pé De Ferro Preto Stella Bouclê;2024-10-07;;active;;Premium;Frete gratis;267;variation;1;;;181858107616;Cor: Azul
MLB5105073562;101061;;Cadeira Sala De Jantar Pé De Ferro Preto Stella Bouclê;2024-10-07;;active;;Premium;Frete gratis;267;variation;1;;;181858107620;Cor: Cinza
MLB5105073562;101061;;Cadeira Sala De Jantar Pé De Ferro Preto Stella Bouclê;2024-10-07;;active;;Premium;Frete gratis;267;variation;1;;;181858107622;Cor: Grafite
MLB5105073562;101061;;Cadeira Sala De Jantar Pé De Ferro Preto Stella Bouclê;2024-10-07;;active;;Premium;Frete gratis;267;variation;1;;;181858107624;Cor: Terra
MLB5105073562;101061;;Cadeira Sala De Jantar Pé De Ferro Preto Stella Bouclê;2024-10-07;;active;;Premium;Frete gratis;267;variation;1;;;181858107626;Cor: Rose
MLB5105073562;101061;;Cadeira Sala De Jantar Pé De Ferro Preto Stella Bouclê;2024-10-07;;active;;Premium;Frete gratis;267;variation;1;;;181858107628;Cor: Mostarda
MLB5105073562;101061;;Cadeira Sala De Jantar Pé De Ferro Preto Stella Bouclê;2024-10-07;;active;;Premium;Frete gratis;267;variation;1;;;181858107634;Cor: Verde
MLB5105073562;101061;;Cadeira Sala De Jantar Pé De Ferro Preto Stella Bouclê;2024-10-07;;active;;Premium;Frete gratis;0;variation;1;;;181858107630;Cor: Verde Menta
MLB5105073562;101061;;Cadeira Sala De Jantar Pé De Ferro Preto Stella Bouclê;2024-10-07;;active;;Premium;Frete gratis;267;variation;1;;;181858107632;Cor: Verde Pistache
MLB5105073562;101061;;Cadeira Sala De Jantar Pé De Ferro Preto Stella Bouclê;2024-10-07;;active;;Premium;Frete gratis;267;variation;1;;;181858107636;Cor: Off White
MLB5186394882;63447;7908575904323;Porta Objeto Decorativo Redondo De Metal Rosê 8x9x9 Cm Rosa;2024-11-21;;active;;Premium;Por conta do comprador;32;item;0;;;;
MLB3935554283;73863;;Cadeira De Jantar Base Fixa Madeira Castanho Kit 2 Liz Suede;2024-12-17;;active;;Classico;Frete gratis;194;variation;1;;;182557597404;Cor: Bege
MLB3935554283;73863;;Cadeira De Jantar Base Fixa Madeira Castanho Kit 2 Liz Suede;2024-12-17;;active;;Classico;Frete gratis;0;variation;1;;;182557597406;Cor: Azul Marinho
MLB3935554283;73863;;Cadeira De Jantar Base Fixa Madeira Castanho Kit 2 Liz Suede;2024-12-17;;active;;Classico;Frete gratis;0;variation;1;;;182557597410;Cor: Cinza
MLB3935554283;73863;;Cadeira De Jantar Base Fixa Madeira Castanho Kit 2 Liz Suede;2024-12-17;;active;;Classico;Frete gratis;0;variation;1;;;182557597412;Cor: Grafite
MLB3935554283;73863;;Cadeira De Jantar Base Fixa Madeira Castanho Kit 2 Liz Suede;2024-12-17;;active;;Classico;Frete gratis;97;variation;1;;;182557597414;Cor: Marrom
MLB3935554283;73863;;Cadeira De Jantar Base Fixa Madeira Castanho Kit 2 Liz Suede;2024-12-17;;active;;Classico;Frete gratis;0;variation;1;;;182557597416;Cor: Marrom Rato
MLB3935554283;73863;;Cadeira De Jantar Base Fixa Madeira Castanho Kit 2 Liz Suede;2024-12-17;;active;;Classico;Frete gratis;0;variation;1;;;182557597418;Cor: Preto
MLB3935554283;73863;;Cadeira De Jantar Base Fixa Madeira Castanho Kit 2 Liz Suede;2024-12-17;;active;;Classico;Frete gratis;0;variation;1;;;182557597420;Cor: Rosa Bebê
MLB3935554283;73863;;Cadeira De Jantar Base Fixa Madeira Castanho Kit 2 Liz Suede;2024-12-17;;active;;Classico;Frete gratis;0;variation;1;;;182557597422;Cor: Rose
MLB3935554283;73863;;Cadeira De Jantar Base Fixa Madeira Castanho Kit 2 Liz Suede;2024-12-17;;active;;Classico;Frete gratis;0;variation;1;;;182557597424;Cor: Verde
MLB3891207307;102405;;Namoradeira E 2 Poltronas Industrial Pto Anitta Sintét Pu;2024-10-28;;active;;Premium;Por conta do comprador;502;variation;1;;;185764249847;Cor: Nozes
MLB3891207307;102405;;Namoradeira E 2 Poltronas Industrial Pto Anitta Sintét Pu;2024-10-28;;active;;Premium;Por conta do comprador;500;variation;1;;;185764249849;Cor: Preto
MLB3891207307;102405;;Namoradeira E 2 Poltronas Industrial Pto Anitta Sintét Pu;2024-10-28;;active;;Premium;Por conta do comprador;500;variation;1;;;185764249851;Cor: Branco
MLB3907595127;43698;7908477201629;Mesa Lateral D'rossi Metal Retangular Branca Para Sofá 69x38cm Branco;2024-11-14;;active;;Premium;Frete gratis;413;item;0;;;;
MLB3907618417;58758;7908477262309;Poltrona Giratória Elisa Linho Preto A79 Base Madeira Ma30 Liso;2024-11-14;;active;;Classico;Por conta do comprador;1000;item;0;;;;
MLB3891902709;74246;7908575992702;Kit 2 Poltronas Sher Tipo Costela Corano Preto Pés De Ferro Liso;2024-10-29;;active;;Premium;Por conta do comprador;262;item;0;;;;
MLB5178799918;61099;7908477292863;Cabeceira D'rossi La Italiana Cama Box Casal Madeira Corino Branco 140cm;2024-11-15;;active;;Premium;Frete gratis;1000;item;0;;;;
MLB3899207087;102425;;Sofá 2 Lugares Orgânico Curvo 135cm Péferro Doura Maraú Bou;2024-11-05;;active;;Premium;Por conta do comprador;13;variation;1;;;182123904122;Cor: Bege
MLB3899207087;102425;;Sofá 2 Lugares Orgânico Curvo 135cm Péferro Doura Maraú Bou;2024-11-05;;active;;Premium;Por conta do comprador;1;variation;1;;;187765254657;Cor: Cinza
MLB3899207087;102425;;Sofá 2 Lugares Orgânico Curvo 135cm Péferro Doura Maraú Bou;2024-11-05;;active;;Premium;Por conta do comprador;0;variation;1;;;186975212663;Cor: Creme
MLB3899207087;102425;;Sofá 2 Lugares Orgânico Curvo 135cm Péferro Doura Maraú Bou;2024-11-05;;active;;Premium;Por conta do comprador;0;variation;1;;;187765254659;Cor: Verde
MLB3905311651;57355;7908670802586;Kit 02 Poltronas Giovana Corano Preto Pés Palito Castanho Liso;2024-11-12;;active;;Classico;Por conta do comprador;159;item;0;;;;
MLB3907515317;77761;7908670855421;Balcão Para Cooktop De Cozinha Com Tampo Brenda Branco 80 Cm;2024-11-14;;active;;Premium;Frete gratis;3;item;0;;;;
MLB3910654789;102509;7908940057166;Cadeira De Sala De Jantar Moderno Kit 3 Gruvyer Nude Nude;2024-11-18;;active;;Classico;Frete gratis;2;item;0;;;;
MLB5181686124;102497;7908940057210;Cadeira Para Sala De Jantar  Orgânica Kit 4 Clarice Preto Preto;2024-11-18;;active;;Premium;Frete gratis;1;item;0;;;;
MLB5177147058;59615;7908477270014;Divã Recamier Samartim 165 Cm Corano Nozes Pés Retrô D'rossi;2024-11-14;;active;;Classico;Por conta do comprador;999;item;0;;;;
MLB2137205251;43694;;Mesa Lateral Apoio Sofá Bandeja Tampo Preto Base Metal;2022-01-10;;active;;Premium;Por conta do comprador;400;variation;1;;;174084408233;Cor: Bronze
MLB2137205251;43694;;Mesa Lateral Apoio Sofá Bandeja Tampo Preto Base Metal;2022-01-10;;active;;Premium;Por conta do comprador;400;variation;1;;;174084408234;Cor: Dourado
MLB2137205251;43694;;Mesa Lateral Apoio Sofá Bandeja Tampo Preto Base Metal;2022-01-10;;active;;Premium;Por conta do comprador;400;variation;1;;;174084408235;Cor: Preto
MLB2634125000;65757-60383;;Namoradeira Marisa Linho Base Industrial Metálica Preto;2022-05-06;;active;;Premium;Por conta do comprador;1000;variation;1;;;186386253675;Cor: A05 Cinza
MLB2634125000;65757-60385;;Namoradeira Marisa Linho Base Industrial Metálica Preto;2022-05-06;;active;;Premium;Por conta do comprador;998;variation;1;;;174480513424;Cor: A26 Grafite
MLB2634125000;65757-60391;;Namoradeira Marisa Linho Base Industrial Metálica Preto;2022-05-06;;active;;Premium;Por conta do comprador;1000;variation;1;;;174480513427;Cor: A79 Preto
MLB2634125000;65757-60393;;Namoradeira Marisa Linho Base Industrial Metálica Preto;2022-05-06;;active;;Premium;Por conta do comprador;1000;variation;1;;;186386253679;Cor: A19 Bege
MLB3907548251;76897;7908670834518;Poltrona Decorativa Sala Base Dourada Industrial Stella Pu Branco Drossi Liso;2024-11-14;;active;;Premium;Por conta do comprador;1009;item;0;;;;
MLB5175330394;40989;7908439208949;Poltrona Giratória Stella Corano Nozes Com Linho Cinza A26 Cinza/marrom Liso;2024-11-13;;active;;Premium;Por conta do comprador;1000;item;0;;;;
MLB5159853886;43698;7908477201629;Mesa Lateral D'rossi Metal Retangular Branca Para Sofá 69x38cm Branco Branco;2024-11-05;;active;;Classico;Frete gratis;413;item;0;;;;
MLB5178681600;61221;7908477284745;Cabeceira Tania Para Cama Box Queen 160 Cm Suede Café Marrom;2024-11-15;;active;;Premium;Por conta do comprador;1000;item;0;;;;
MLB5176888610;58878;7908477263290;Conjunto De Caixa De Livros Decorativos Para Ornamentação E Enfeite - Live Love Laugh - Porta Objetos;2024-11-14;;active;;Classico;Por conta do comprador;51;item;0;;;;
MLB5077297404;99615;;Sofá 2 Lugares Orgânico 135cm Pé Ferro Dourado Maraú Bouclê;2024-09-23;;active;;Premium;Por conta do comprador;13;variation;1;;;181751529012;Cor: Bege | Desenho do tecido: Texturizado
MLB5077297404;99615;;Sofá 2 Lugares Orgânico 135cm Pé Ferro Dourado Maraú Bouclê;2024-09-23;;active;;Premium;Por conta do comprador;0;variation;1;;;181751529010;Cor: Azul | Desenho do tecido: Texturizado
MLB5077297404;99615;;Sofá 2 Lugares Orgânico 135cm Pé Ferro Dourado Maraú Bouclê;2024-09-23;;active;;Premium;Por conta do comprador;1;variation;1;;;181751529014;Cor: Cinza | Desenho do tecido: Texturizado
MLB5077297404;99615;;Sofá 2 Lugares Orgânico 135cm Pé Ferro Dourado Maraú Bouclê;2024-09-23;;active;;Premium;Por conta do comprador;0;variation;1;;;181751529016;Cor: Cinza claro | Desenho do tecido: Texturizado
MLB5077297404;99615;;Sofá 2 Lugares Orgânico 135cm Pé Ferro Dourado Maraú Bouclê;2024-09-23;;active;;Premium;Por conta do comprador;0;variation;1;;;181751529018;Cor: Creme | Desenho do tecido: Texturizado
MLB5077297404;99615;;Sofá 2 Lugares Orgânico 135cm Pé Ferro Dourado Maraú Bouclê;2024-09-23;;active;;Premium;Por conta do comprador;0;variation;1;;;181751529020;Cor: Mostarda | Desenho do tecido: Texturizado
MLB5077297404;99615;;Sofá 2 Lugares Orgânico 135cm Pé Ferro Dourado Maraú Bouclê;2024-09-23;;active;;Premium;Por conta do comprador;0;variation;1;;;181751529022;Cor: Verde | Desenho do tecido: Texturizado
MLB3869039299;100923;;Cadeira Sala De Jantar Industrial Dourado Kit 2 Stella Suede;2024-10-04;;active;;Classico;Por conta do comprador;499;variation;1;;;185272048879;Cor: Bege
MLB3869039299;100923;;Cadeira Sala De Jantar Industrial Dourado Kit 2 Stella Suede;2024-10-04;;active;;Classico;Por conta do comprador;506;variation;1;;;185272048877;Cor: Azul Marinho
MLB3869039299;100923;;Cadeira Sala De Jantar Industrial Dourado Kit 2 Stella Suede;2024-10-04;;active;;Classico;Por conta do comprador;499;variation;1;;;185272048881;Cor: Cinza
MLB3869039299;100923;;Cadeira Sala De Jantar Industrial Dourado Kit 2 Stella Suede;2024-10-04;;active;;Classico;Por conta do comprador;500;variation;1;;;185272048883;Cor: Grafite
MLB3869039299;100923;;Cadeira Sala De Jantar Industrial Dourado Kit 2 Stella Suede;2024-10-04;;active;;Classico;Por conta do comprador;500;variation;1;;;185272048885;Cor: Marrom
MLB3869039299;100923;;Cadeira Sala De Jantar Industrial Dourado Kit 2 Stella Suede;2024-10-04;;active;;Classico;Por conta do comprador;499;variation;1;;;185272048887;Cor: Marrom Rato
MLB3869039299;100923;;Cadeira Sala De Jantar Industrial Dourado Kit 2 Stella Suede;2024-10-04;;active;;Classico;Por conta do comprador;500;variation;1;;;185272048889;Cor: Preto
MLB3869039299;100923;;Cadeira Sala De Jantar Industrial Dourado Kit 2 Stella Suede;2024-10-04;;active;;Classico;Por conta do comprador;500;variation;1;;;185272048891;Cor: Rosa Bebê
MLB3869039299;100923;;Cadeira Sala De Jantar Industrial Dourado Kit 2 Stella Suede;2024-10-04;;active;;Classico;Por conta do comprador;500;variation;1;;;185272048893;Cor: Rose
MLB3869039299;100923;;Cadeira Sala De Jantar Industrial Dourado Kit 2 Stella Suede;2024-10-04;;active;;Classico;Por conta do comprador;500;variation;1;;;185272048895;Cor: Verde
MLB3816076345;98267;;Poltrona Sala De Estar Pé Ferro Dourado Kit 2 Elisa Bouclê;2024-08-14;;active;;Premium;Por conta do comprador;137;variation;1;;;184268567815;Cor: Bege | Desenho do tecido: Texturizado
MLB3816076345;98267;;Poltrona Sala De Estar Pé Ferro Dourado Kit 2 Elisa Bouclê;2024-08-14;;active;;Premium;Por conta do comprador;137;variation;1;;;184268567813;Cor: Azul | Desenho do tecido: Texturizado
MLB3816076345;98267;;Poltrona Sala De Estar Pé Ferro Dourado Kit 2 Elisa Bouclê;2024-08-14;;active;;Premium;Por conta do comprador;137;variation;1;;;184268567817;Cor: Cinza | Desenho do tecido: Texturizado
MLB3816076345;98267;;Poltrona Sala De Estar Pé Ferro Dourado Kit 2 Elisa Bouclê;2024-08-14;;active;;Premium;Por conta do comprador;137;variation;1;;;184268567819;Cor: Grafite | Desenho do tecido: Texturizado
MLB3816076345;98267;;Poltrona Sala De Estar Pé Ferro Dourado Kit 2 Elisa Bouclê;2024-08-14;;active;;Premium;Por conta do comprador;137;variation;1;;;184268567821;Cor: Menta | Desenho do tecido: Texturizado
MLB3816076345;98267;;Poltrona Sala De Estar Pé Ferro Dourado Kit 2 Elisa Bouclê;2024-08-14;;active;;Premium;Por conta do comprador;137;variation;1;;;184268567823;Cor: Mostarda | Desenho do tecido: Texturizado
MLB3816076345;98267;;Poltrona Sala De Estar Pé Ferro Dourado Kit 2 Elisa Bouclê;2024-08-14;;active;;Premium;Por conta do comprador;137;variation;1;;;184268567825;Cor: Off white | Desenho do tecido: Texturizado
MLB3816076345;98267;;Poltrona Sala De Estar Pé Ferro Dourado Kit 2 Elisa Bouclê;2024-08-14;;active;;Premium;Por conta do comprador;137;variation;1;;;184268567827;Cor: Rose | Desenho do tecido: Texturizado
MLB3816076345;98267;;Poltrona Sala De Estar Pé Ferro Dourado Kit 2 Elisa Bouclê;2024-08-14;;active;;Premium;Por conta do comprador;137;variation;1;;;184268567829;Cor: Terra | Desenho do tecido: Texturizado
MLB3816076345;98267;;Poltrona Sala De Estar Pé Ferro Dourado Kit 2 Elisa Bouclê;2024-08-14;;active;;Premium;Por conta do comprador;137;variation;1;;;184268567831;Cor: Verde | Desenho do tecido: Texturizado
MLB3816076345;98267;;Poltrona Sala De Estar Pé Ferro Dourado Kit 2 Elisa Bouclê;2024-08-14;;active;;Premium;Por conta do comprador;1000;variation;1;;;184268567833;Cor: Verde menta | Desenho do tecido: Texturizado
MLB3663804247;90011;7908748197361;Sofá Namoradeira Industrial Dourado Stella Linho Bege Bege Liso;2024-04-19;;active;;Premium;Por conta do comprador;1001;item;0;;;;
MLB3816039673;97931;;Sofá Namoradeira 2 Lugares Industrial Preto Elisa Bouclê;2024-08-14;;active;;Premium;Por conta do comprador;1000;variation;1;;;184268029883;Cor: Azul | Desenho do tecido: Texturizado
MLB3816039673;97931;;Sofá Namoradeira 2 Lugares Industrial Preto Elisa Bouclê;2024-08-14;;active;;Premium;Por conta do comprador;1000;variation;1;;;184268029885;Cor: Bege | Desenho do tecido: Texturizado
MLB3816039673;97931;;Sofá Namoradeira 2 Lugares Industrial Preto Elisa Bouclê;2024-08-14;;active;;Premium;Por conta do comprador;1000;variation;1;;;184268029887;Cor: Cinza | Desenho do tecido: Texturizado
MLB3816039673;97931;;Sofá Namoradeira 2 Lugares Industrial Preto Elisa Bouclê;2024-08-14;;active;;Premium;Por conta do comprador;1000;variation;1;;;184268029889;Cor: Grafite | Desenho do tecido: Texturizado
MLB3816039673;97931;;Sofá Namoradeira 2 Lugares Industrial Preto Elisa Bouclê;2024-08-14;;active;;Premium;Por conta do comprador;1000;variation;1;;;184268029891;Cor: Verde Pistache | Desenho do tecido: Texturizado
MLB3816039673;97931;;Sofá Namoradeira 2 Lugares Industrial Preto Elisa Bouclê;2024-08-14;;active;;Premium;Por conta do comprador;1000;variation;1;;;184268029893;Cor: Mostarda | Desenho do tecido: Texturizado
MLB3816039673;97931;;Sofá Namoradeira 2 Lugares Industrial Preto Elisa Bouclê;2024-08-14;;active;;Premium;Por conta do comprador;1000;variation;1;;;184268029895;Cor: Off white | Desenho do tecido: Texturizado
MLB3816039673;97931;;Sofá Namoradeira 2 Lugares Industrial Preto Elisa Bouclê;2024-08-14;;active;;Premium;Por conta do comprador;1000;variation;1;;;184268029897;Cor: Rose | Desenho do tecido: Texturizado
MLB3816039673;97931;;Sofá Namoradeira 2 Lugares Industrial Preto Elisa Bouclê;2024-08-14;;active;;Premium;Por conta do comprador;1000;variation;1;;;184268029899;Cor: Terra | Desenho do tecido: Texturizado
MLB3816039673;97931;;Sofá Namoradeira 2 Lugares Industrial Preto Elisa Bouclê;2024-08-14;;active;;Premium;Por conta do comprador;1000;variation;1;;;184268029901;Cor: Verde | Desenho do tecido: Texturizado
MLB3816039673;97931;;Sofá Namoradeira 2 Lugares Industrial Preto Elisa Bouclê;2024-08-14;;active;;Premium;Por conta do comprador;0;variation;1;;;184268029903;Cor: Verde menta | Desenho do tecido: Texturizado
MLB5023329562;98861;;Sofá Namoradeira 2 Lug Industrial Preto Stella Pto/linho D03;2024-08-26;;active;;Premium;Por conta do comprador;1000;variation;1;;;184509046337;Cor: Bege
MLB5023329562;98861;;Sofá Namoradeira 2 Lug Industrial Preto Stella Pto/linho D03;2024-08-26;;active;;Premium;Por conta do comprador;1000;variation;1;;;184509046339;Cor: Cinza
MLB5076754032;99517;;Sofá 2 Lugares Living 160cm Pé Ferro Dourado Maraú Bouclê;2024-09-23;;active;;Premium;Por conta do comprador;1;variation;1;;;181749614514;Cor: Verde
MLB5076754032;99517;;Sofá 2 Lugares Living 160cm Pé Ferro Dourado Maraú Bouclê;2024-09-23;;active;;Premium;Por conta do comprador;0;variation;1;;;181749614504;Cor: Bege
MLB5076754032;99517;;Sofá 2 Lugares Living 160cm Pé Ferro Dourado Maraú Bouclê;2024-09-23;;active;;Premium;Por conta do comprador;0;variation;1;;;181749614506;Cor: Cinza
MLB5076754032;99517;;Sofá 2 Lugares Living 160cm Pé Ferro Dourado Maraú Bouclê;2024-09-23;;active;;Premium;Por conta do comprador;0;variation;1;;;181749614508;Cor: Cinza claro
MLB5076754032;99517;;Sofá 2 Lugares Living 160cm Pé Ferro Dourado Maraú Bouclê;2024-09-23;;active;;Premium;Por conta do comprador;0;variation;1;;;181749614510;Cor: Creme
MLB5076754032;99517;;Sofá 2 Lugares Living 160cm Pé Ferro Dourado Maraú Bouclê;2024-09-23;;active;;Premium;Por conta do comprador;0;variation;1;;;181749614512;Cor: Mostarda
MLB5076754032;99517;;Sofá 2 Lugares Living 160cm Pé Ferro Dourado Maraú Bouclê;2024-09-23;;active;;Premium;Por conta do comprador;0;variation;1;;;181749614502;Cor: Azul
MLB3858567931;99719;;Sofá 3 Lugares Living 192cm Pé Madeira Valença Nozes/veludo;2024-09-23;;active;;Premium;Por conta do comprador;1;variation;1;;;181752347536;Cor: Bege
MLB3858567931;99719;;Sofá 3 Lugares Living 192cm Pé Madeira Valença Nozes/veludo;2024-09-23;;active;;Premium;Por conta do comprador;0;variation;1;;;181752347538;Cor: Cinza
MLB3858567931;99719;;Sofá 3 Lugares Living 192cm Pé Madeira Valença Nozes/veludo;2024-09-23;;active;;Premium;Por conta do comprador;0;variation;1;;;181752347540;Cor: Preto
MLB3858567931;99719;;Sofá 3 Lugares Living 192cm Pé Madeira Valença Nozes/veludo;2024-09-23;;active;;Premium;Por conta do comprador;0;variation;1;;;181752347542;Cor: Rose
