mlb;sku;gtin;title;date_created;ultima_venda;status;parent_item_id;tipo;envio;stock_total;stock_source;stock_variations_count;sales_units;sold_value_cents;variation_id;variation_name
MLB3218232312;77709;7908670855261;Armário Aéreo E Balcão Cozinha Lavanderia Dora S/tampo Cinza;2023-02-20;;active;;Classico;Por conta do comprador;3;item;0;;;;
MLB3210691235;77581;7908670854745;Balcão De Cozinha Lavanderia Com Tampo 02 Gavetas Bia Preto Preto;2023-02-17;;active;;Classico;Por conta do comprador;2;item;0;;;;
MLB3210695547;77557;7908670854660;2 Armários Aéreo De Cozinha Lavanderia Agata Castanho/cinza Cinza;2023-02-17;;active;;Classico;Por conta do comprador;1;item;0;;;;
MLB3205410993;77537;;Armário Aéreo De Cozinha Lavanderia 02 Portas Eva 80 Cm;2023-02-15;;active;;Premium;Por conta do comprador;15;variation;1;;;176643950347;Cor: Branco
MLB3205410993;77537;;Armário Aéreo De Cozinha Lavanderia 02 Portas Eva 80 Cm;2023-02-15;;active;;Premium;Por conta do comprador;6;variation;1;;;176643950348;Cor: Branco e Preto
MLB3205410993;77537;;Armário Aéreo De Cozinha Lavanderia 02 Portas Eva 80 Cm;2023-02-15;;active;;Premium;Por conta do comprador;7;variation;1;;;176643950349;Cor: Castanho e Cinza
MLB3205410993;77537;;Armário Aéreo De Cozinha Lavanderia 02 Portas Eva 80 Cm;2023-02-15;;active;;Premium;Por conta do comprador;0;variation;1;;;176643950350;Cor: Castanho e Preto
MLB3205410993;77537;;Armário Aéreo De Cozinha Lavanderia 02 Portas Eva 80 Cm;2023-02-15;;active;;Premium;Por conta do comprador;1;variation;1;;;176643950351;Cor: Preto
MLB3205410993;77537;;Armário Aéreo De Cozinha Lavanderia 02 Portas Eva 80 Cm;2023-02-15;;active;;Premium;Por conta do comprador;0;variation;1;;;176643950352;Cor: Preto e Cinza
MLB3207702245;77539;7908670854585;Armário Aéreo De Cozinha Lavanderia 02 Portas Agata Branco Cinza;2023-02-16;;active;;Premium;Frete gratis;7;item;0;;;;
MLB3210671970;77575;7908670854714;Balcão De Cozinha Lavanderia Com Tampo Bia Branco E Preto Multicolorido;2023-02-17;;active;;Classico;Por conta do comprador;1000;item;0;;;;
MLB3223844802;77795;7908670855568;Balcão Armário Cozinha 80cm Forno Microondas Sara Cast./cza Multicolorido;2023-02-22;;active;;Premium;Frete gratis;3;item;0;;;;
MLB3208804219;77575;7908670854714;Balcão De Cozinha Lavanderia Com Tampo Bia Branco E Preto Multicolorido;2023-02-16;;active;;Premium;Por conta do comprador;1000;item;0;;;;
MLB3208833534;77573;7908670854707;Balcão De Cozinha Lavanderia Com Tampo 02 Gavetas Bia Branco Branco;2023-02-16;;active;;Premium;Por conta do comprador;1000;item;0;;;;
MLB3211863991;77645;;Armário Aéreo De Cozinha Lavanderia 03 Portas Tina 120 Cm;2023-02-17;;active;;Premium;Frete gratis;3;variation;1;;;176683068290;Cor: Castanho e Cinza
MLB3211863991;77645;;Armário Aéreo De Cozinha Lavanderia 03 Portas Tina 120 Cm;2023-02-17;;active;;Premium;Frete gratis;0;variation;1;;;176683068289;Cor: Branco e Preto
MLB3211863991;77645;;Armário Aéreo De Cozinha Lavanderia 03 Portas Tina 120 Cm;2023-02-17;;active;;Premium;Frete gratis;0;variation;1;;;176683068288;Cor: Branco
MLB3211863991;77645;;Armário Aéreo De Cozinha Lavanderia 03 Portas Tina 120 Cm;2023-02-17;;active;;Premium;Frete gratis;0;variation;1;;;176683068291;Cor: Castanho e Preto
MLB3211863991;77645;;Armário Aéreo De Cozinha Lavanderia 03 Portas Tina 120 Cm;2023-02-17;;active;;Premium;Frete gratis;5;variation;1;;;176683068292;Cor: Preto
MLB3211863991;77645;;Armário Aéreo De Cozinha Lavanderia 03 Portas Tina 120 Cm;2023-02-17;;active;;Premium;Frete gratis;5;variation;1;;;176683068293;Cor: Preto e Castanho
MLB3251653147;78315;7908670849901;Kit Namoradeira E 1 Poltrona Mari Linho Grafite Pés De Ferro Cinza Liso;2023-03-10;;active;;Classico;Por conta do comprador;145;item;0;;;;
MLB3654686846;78859;7908670860517;Kit 1 Sofá E 2 Poltronas Lana Corano Nozes Base De Madeira Marrom;2023-05-22;;active;;Premium;Por conta do comprador;91;item;0;;;;
MLB3300604859;78663;7908670859528;Sofá Namoradeira Lana Suede Marrom Base De Madeira Marrom Liso;2023-04-27;;active;;Premium;Por conta do comprador;273;item;0;;;;
MLB3284737174;58621;7908477261845;Puffinho Infantil Estampado Suede Pneu Carro Pés Tabaco Preto;2023-03-10;;active;;Classico;Por conta do comprador;58;item;0;;;;
MLB3255774087;78481;7908670862870;Kit Namoradeira E 1 Poltrona Mari Suede Grafite Base Madeira Cinza Liso;2023-03-14;;active;;Classico;Por conta do comprador;318;item;0;;;;
MLB3265980303;61773;7908477278836;Cabeceira Painel Aquilla Cama Box King 195 Cm Corino Marrom;2023-03-23;;active;;Classico;Por conta do comprador;1000;item;0;;;;
MLB3258661313;78611;7908670850990;1 Namoradeira E 2 Poltronas Mari Corino Bege Base De Madeira Bege Liso;2023-03-16;;active;;Classico;Por conta do comprador;318;item;0;;;;
MLB3251821929;74111;7908575983922;Espelho Redondo Com Moldura De Plastíco 3d Rosê 55x55 Cm Rosê;2023-03-10;;active;;Classico;Frete gratis;21;item;0;;;;
MLB3347197362;2342;7899250169215;Cabeceira Livia Para Cama D'rossi Paris Box Solteiro 90 Cm Corino Branco;2023-03-23;;active;;Premium;Frete gratis;1;item;0;;;;
MLB3284528742;60327;7908477288729;Vaso Decorativo Bob Robert Planta Em Poliresina 14,5x11x10cm Dourado Bob Robert;2023-03-10;;active;;Premium;Por conta do comprador;5;item;0;;;;
MLB3275392780;78171;7908670849338;Kit 1 Namoradeira E 01 Poltrona Mari Veludo Preto Pés Palito Preto;2023-03-08;;active;;Premium;Por conta do comprador;159;item;0;;;;
MLB3454619198;40405-29363;7908274476756;Cabeceira Cama Box Solteiro Tamanho 90 Cm X 128 Cm Luna Corino Cor Preto D'rossi;2023-04-11;;active;;Premium;Frete gratis;1000;item;0;;;;
MLB3654700248;78845;7908670860463;Sofá Namoradeira Lana Corano Preto Base De Madeira - D'rossi Preto Liso;2023-05-22;;active;;Premium;Por conta do comprador;273;item;0;;;;
MLB3654705514;78829;7908670860401;Kit 1 Sofá E 1 Poltrona Lana Corino Preto Base De Madeira Preto Liso;2023-05-22;;active;;Classico;Por conta do comprador;136;item;0;;;;
MLB3250232015;78221;;Namoradeira 2 Lugares Mari Pés Palito Castanho Sintético;2023-03-09;;active;;Premium;Por conta do comprador;318;variation;1;;;176984490176;Cor: Bege
MLB3250232015;78221;;Namoradeira 2 Lugares Mari Pés Palito Castanho Sintético;2023-03-09;;active;;Premium;Por conta do comprador;318;variation;1;;;176984490178;Cor: Branco
MLB3250232015;78221;;Namoradeira 2 Lugares Mari Pés Palito Castanho Sintético;2023-03-09;;active;;Premium;Por conta do comprador;318;variation;1;;;176984490180;Cor: Preto
MLB3539698964;78665;7908670859535;Sofá Namoradeira Lana Suede Marrom Rato Base De Madeira Bege Liso;2023-04-27;;active;;Premium;Por conta do comprador;273;item;0;;;;
MLB3247274237;78035;7908670837311;Namoradeira 02 Lugares Mari Suede Preto Pés Palito Castanho Preto Liso;2023-03-06;;active;;Classico;Por conta do comprador;318;item;0;;;;
MLB3284179078;78299;7908670849833;Namoradeira 02 Lugares Mari Linho Bege Pés Palito De Ferro Bege Liso;2023-03-10;;active;;Classico;Por conta do comprador;291;item;0;;;;
MLB3654723206;78857;7908670860500;Kit 1 Sofá E 2 Poltronas Lana Corano Branco Base De Madeira Branco Liso;2023-05-22;;active;;Classico;Por conta do comprador;91;item;0;;;;
MLB3251650783;78323;7908670849932;Kit 1 Namoradeira E 2 Poltronas Mari Linho Bege Pés De Ferro Bege Liso;2023-03-10;;active;;Premium;Por conta do comprador;97;item;0;;;;
MLB3654436616;78793;7908670860258;Kit 1 Sofá E 1 Poltrona Lana Veludo Bege Base De Madeira Bege Liso;2023-05-22;;active;;Premium;Por conta do comprador;136;item;0;;;;
MLB3346379153;80093;7908670891801;Poltrona Viena Gomada Linho Bege A19 Pés Palito Castanho Bege Liso;2023-06-13;;active;;Premium;Por conta do comprador;318;item;0;;;;
MLB3658545670;79293;;Sofá 03 Lugares Arezzo Suede Pés Chanfrado Tabaco;2023-05-23;;active;;Premium;Por conta do comprador;1000;variation;1;;;177776019738;Cor: Bege
MLB3658545670;79293;;Sofá 03 Lugares Arezzo Suede Pés Chanfrado Tabaco;2023-05-23;;active;;Premium;Por conta do comprador;1000;variation;1;;;177776019740;Cor: Azul-marinho
MLB3658545670;79293;;Sofá 03 Lugares Arezzo Suede Pés Chanfrado Tabaco;2023-05-23;;active;;Premium;Por conta do comprador;0;variation;1;;;177776019742;Cor: Azul-turquesa
MLB3658545670;79293;;Sofá 03 Lugares Arezzo Suede Pés Chanfrado Tabaco;2023-05-23;;active;;Premium;Por conta do comprador;1000;variation;1;;;177776019744;Cor: Cinza
MLB3658545670;79293;;Sofá 03 Lugares Arezzo Suede Pés Chanfrado Tabaco;2023-05-23;;active;;Premium;Por conta do comprador;1000;variation;1;;;177776019746;Cor: Grafite
MLB3658545670;79293;;Sofá 03 Lugares Arezzo Suede Pés Chanfrado Tabaco;2023-05-23;;active;;Premium;Por conta do comprador;1000;variation;1;;;177776019748;Cor: Marrom
MLB3658545670;79293;;Sofá 03 Lugares Arezzo Suede Pés Chanfrado Tabaco;2023-05-23;;active;;Premium;Por conta do comprador;1000;variation;1;;;177776019750;Cor: Marrom rato
MLB3658545670;79293;;Sofá 03 Lugares Arezzo Suede Pés Chanfrado Tabaco;2023-05-23;;active;;Premium;Por conta do comprador;1000;variation;1;;;177776019752;Cor: Preto
MLB3658545670;79293;;Sofá 03 Lugares Arezzo Suede Pés Chanfrado Tabaco;2023-05-23;;active;;Premium;Por conta do comprador;1000;variation;1;;;177776019754;Cor: Rosa bebê
MLB3658545670;79293;;Sofá 03 Lugares Arezzo Suede Pés Chanfrado Tabaco;2023-05-23;;active;;Premium;Por conta do comprador;1000;variation;1;;;177776019756;Cor: Rose
MLB3658545670;79293;;Sofá 03 Lugares Arezzo Suede Pés Chanfrado Tabaco;2023-05-23;;active;;Premium;Por conta do comprador;1000;variation;1;;;177776019758;Cor: Verde
MLB3657510068;79147;7908670869961;Poltrona Sala Corano Nozes Stella Base Industrial Preto Marrom Liso;2023-05-23;;active;;Classico;Frete gratis;1012;item;0;;;;
MLB3326374821;79379;;Poltrona De Amamentação Com Balanço E Puff Manu Veludo;2023-05-24;;active;;Premium;Por conta do comprador;1000;variation;1;;;178366854549;Cor: Bege
MLB3326374821;79379;;Poltrona De Amamentação Com Balanço E Puff Manu Veludo;2023-05-24;;active;;Premium;Por conta do comprador;1000;variation;1;;;178366854551;Cor: Cinza
MLB3326374821;79379;;Poltrona De Amamentação Com Balanço E Puff Manu Veludo;2023-05-24;;active;;Premium;Por conta do comprador;0;variation;1;;;178366854553;Cor: Ferrugem
MLB3326374821;79379;;Poltrona De Amamentação Com Balanço E Puff Manu Veludo;2023-05-24;;active;;Premium;Por conta do comprador;1000;variation;1;;;178366854555;Cor: Marrom
MLB3326374821;79379;;Poltrona De Amamentação Com Balanço E Puff Manu Veludo;2023-05-24;;active;;Premium;Por conta do comprador;0;variation;1;;;178366854557;Cor: Nude
MLB3326374821;79379;;Poltrona De Amamentação Com Balanço E Puff Manu Veludo;2023-05-24;;active;;Premium;Por conta do comprador;1000;variation;1;;;178366854559;Cor: Rose
MLB3326374821;79379;;Poltrona De Amamentação Com Balanço E Puff Manu Veludo;2023-05-24;;active;;Premium;Por conta do comprador;0;variation;1;;;178366854561;Cor: Verde Turquesa
MLB3345332793;79995;7908670892471;Poltrona Viena Gomada Veludo Rosê Pés Palito Natural Marrom Liso;2023-06-12;;active;;Classico;Por conta do comprador;328;item;0;;;;
MLB3325032291;79075;7908670869664;Kit 2 Poltronas Stella Linho Grafite Base Metálica Preto Cinza Liso;2023-05-23;;active;;Premium;Por conta do comprador;508;item;0;;;;
MLB3325106503;79069-68003;;Poltrona Stella Linho Base Metálica Industrial Preto;2023-05-23;;active;;Premium;Por conta do comprador;996;variation;1;;;177774035596;Cor: A19 Bege
MLB3325106503;79069-68005;;Poltrona Stella Linho Base Metálica Industrial Preto;2023-05-23;;active;;Premium;Por conta do comprador;999;variation;1;;;177774035598;Cor: A05 Cinza
MLB3325106503;79069-68007;;Poltrona Stella Linho Base Metálica Industrial Preto;2023-05-23;;active;;Premium;Por conta do comprador;1009;variation;1;;;177774035600;Cor: A26 Grafite
MLB3325106503;79069-68009;;Poltrona Stella Linho Base Metálica Industrial Preto;2023-05-23;;active;;Premium;Por conta do comprador;998;variation;1;;;177774035602;Cor: A79 Preto
MLB3705076192;79909;7908670897834;Poltrona De Amamentação Com Balanço E Puff Laura Linho Prata Bege Liso;2023-06-09;;active;;Premium;Por conta do comprador;998;item;0;;;;
MLB3324128481;78855;;Kit 1 Sofá E 1 Poltrona Lana Corano Base De Madeira;2023-05-22;;active;;Classico;Por conta do comprador;125;variation;1;;;178329019033;Cor: Nozes
MLB3324128481;78855;;Kit 1 Sofá E 1 Poltrona Lana Corano Base De Madeira;2023-05-22;;active;;Classico;Por conta do comprador;125;variation;1;;;178329019035;Cor: Branco
MLB3324128481;78855;;Kit 1 Sofá E 1 Poltrona Lana Corano Base De Madeira;2023-05-22;;active;;Classico;Por conta do comprador;125;variation;1;;;178329019037;Cor: Preto
MLB3324546359;78989;7908670869251;2 Poltronas Stella Corano Preto C/linho Grafit Base Metálica Cinza Liso;2023-05-22;;active;;Premium;Por conta do comprador;500;item;0;;;;
MLB3324631049;79025;7908670869435;Poltrona Stella Suede Marrom Rato Base Metálica Preto Bege Liso;2023-05-22;;active;;Premium;Por conta do comprador;998;item;0;;;;
MLB3709953882;80003;7908670892501;Kit 2 Poltronas Viena Gomada Veludo Cinza Pés Palito Natural Cinza Liso;2023-06-12;;active;;Premium;Por conta do comprador;164;item;0;;;;
MLB3679691692;79531;;Divã Recife Suede 165 Cm Pés Chanfrado Castanho - D'rossi;2023-05-29;;active;;Premium;Por conta do comprador;1000;variation;1;;;178430201945;Cor: Bege
MLB3679691692;79531;;Divã Recife Suede 165 Cm Pés Chanfrado Castanho - D'rossi;2023-05-29;;active;;Premium;Por conta do comprador;1000;variation;1;;;178430201947;Cor: Azul-marinho
MLB3679691692;79531;;Divã Recife Suede 165 Cm Pés Chanfrado Castanho - D'rossi;2023-05-29;;active;;Premium;Por conta do comprador;0;variation;1;;;178430201949;Cor: Azul-turquesa
MLB3679691692;79531;;Divã Recife Suede 165 Cm Pés Chanfrado Castanho - D'rossi;2023-05-29;;active;;Premium;Por conta do comprador;1000;variation;1;;;178430201951;Cor: Cinza
MLB3679691692;79531;;Divã Recife Suede 165 Cm Pés Chanfrado Castanho - D'rossi;2023-05-29;;active;;Premium;Por conta do comprador;1000;variation;1;;;178430201953;Cor: Grafite
MLB3679691692;79531;;Divã Recife Suede 165 Cm Pés Chanfrado Castanho - D'rossi;2023-05-29;;active;;Premium;Por conta do comprador;1000;variation;1;;;178430201955;Cor: Marrom
MLB3679691692;79531;;Divã Recife Suede 165 Cm Pés Chanfrado Castanho - D'rossi;2023-05-29;;active;;Premium;Por conta do comprador;1000;variation;1;;;178430201957;Cor: Marrom rato
MLB3679691692;79531;;Divã Recife Suede 165 Cm Pés Chanfrado Castanho - D'rossi;2023-05-29;;active;;Premium;Por conta do comprador;1000;variation;1;;;178430201959;Cor: Preto
MLB3679691692;79531;;Divã Recife Suede 165 Cm Pés Chanfrado Castanho - D'rossi;2023-05-29;;active;;Premium;Por conta do comprador;1000;variation;1;;;178430201961;Cor: Rosa bebê
MLB3679691692;79531;;Divã Recife Suede 165 Cm Pés Chanfrado Castanho - D'rossi;2023-05-29;;active;;Premium;Por conta do comprador;1000;variation;1;;;178430201963;Cor: Rose
MLB3679691692;79531;;Divã Recife Suede 165 Cm Pés Chanfrado Castanho - D'rossi;2023-05-29;;active;;Premium;Por conta do comprador;1000;variation;1;;;178430201965;Cor: Verde
MLB3657529374;79133;7908670869916;Poltrona Stella Corino Preto Base Metálica Industrial Preto Preto Liso;2023-05-23;;active;;Classico;Por conta do comprador;1000;item;0;;;;
MLB3324114345;78827;7908670860395;Kit 1 Sofá E 1 Poltrona Lana Corino Branco Base De Madeira Branco;2023-05-22;;active;;Premium;Por conta do comprador;136;item;0;;;;
MLB3713379850;80101;;Poltrona Viena Gomada Linho Pés Palito Castanho - D'rossi;2023-06-13;;active;;Classico;Por conta do comprador;318;variation;1;;;177978414148;Cor: A19 Bege
MLB3713379850;80101;;Poltrona Viena Gomada Linho Pés Palito Castanho - D'rossi;2023-06-13;;active;;Classico;Por conta do comprador;318;variation;1;;;177978414150;Cor: A05 Cinza
MLB3713379850;80101;;Poltrona Viena Gomada Linho Pés Palito Castanho - D'rossi;2023-06-13;;active;;Classico;Por conta do comprador;318;variation;1;;;177978414152;Cor: A26 Grafite
MLB3713379850;80101;;Poltrona Viena Gomada Linho Pés Palito Castanho - D'rossi;2023-06-13;;active;;Classico;Por conta do comprador;318;variation;1;;;177978414154;Cor: A79 Preto
MLB3657249526;79061;7908670869596;Poltrona Stella Linho Bege Base Metálica Industrial Preto Branco Liso;2023-05-23;;active;;Premium;Por conta do comprador;998;item;0;;;;
MLB3657518062;79141;7908670869947;Kit 2 Poltronas Stella Corino Preto Base Metálica Preto Cinza Liso;2023-05-23;;active;;Premium;Por conta do comprador;500;item;0;;;;
MLB3343084895;79879;7908670897650;Poltrona De Amamentação C/balanço E Puff Laura Veludo Marrom Bege Liso;2023-06-09;;active;;Classico;Por conta do comprador;1000;item;0;;;;
MLB3359695041;37733;7908274429349;Kit 02 Poltronas Stella D'rossi Premium Rosa Veludo Peach;2023-06-27;;active;;Premium;Por conta do comprador;159;item;0;;;;
MLB3752165426;49592;7908439278485;Poltronas Stella Suede Bege Liso Pés Palito Natural D'rossi Kit 2;2023-06-28;;active;;Premium;Por conta do comprador;158;item;0;;;;
MLB3359404369;36695;7908439208925;Poltrona Sala Decorativa Orgânica Base Giratória Linho Bege Corano Nozes - D'rossi Stella Liso;2023-06-27;;active;;Premium;Por conta do comprador;997;item;0;;;;
MLB3767029732;80631;7908748106080;Painel Tv 75 Polegadas Ripado Marisa Nature Fosco 180x250 Módulo Ripado Natural;2023-07-03;;active;;Classico;Por conta do comprador;1;item;0;;;;
MLB3346276327;80079;7908670891337;Kit 2 Poltronas Viena Gomada Suede Marrom Pés Palito Marrom Liso;2023-06-13;;active;;Classico;Por conta do comprador;159;item;0;;;;
MLB3359716755;30785;7908274402090;Sofá Retrô Namoradeira 2 Lugares Livia Suede Bege - D'rossi Desenho Do Tecido Liso;2023-06-27;;active;;Premium;Por conta do comprador;1000;item;0;;;;
MLB3346275899;80069;7908670891283;Kit 2 Poltronas Viena Gomada Suede Azul Marinho Pés Palito Azul Liso;2023-06-13;;active;;Premium;Por conta do comprador;159;item;0;;;;
MLB3346318263;80091;;Kit 2 Poltronas Viena Gomada Suede Pés Palito Castanho;2023-06-13;;active;;Classico;Por conta do comprador;159;variation;1;;;178633882103;Cor: Bege
MLB3346318263;80091;;Kit 2 Poltronas Viena Gomada Suede Pés Palito Castanho;2023-06-13;;active;;Classico;Por conta do comprador;159;variation;1;;;178633882105;Cor: Azul-marinho
MLB3346318263;80091;;Kit 2 Poltronas Viena Gomada Suede Pés Palito Castanho;2023-06-13;;active;;Classico;Por conta do comprador;0;variation;1;;;178633882107;Cor: Azul-turquesa
MLB3346318263;80091;;Kit 2 Poltronas Viena Gomada Suede Pés Palito Castanho;2023-06-13;;active;;Classico;Por conta do comprador;159;variation;1;;;178633882109;Cor: Cinza
MLB3346318263;80091;;Kit 2 Poltronas Viena Gomada Suede Pés Palito Castanho;2023-06-13;;active;;Classico;Por conta do comprador;159;variation;1;;;178633882111;Cor: Grafite
MLB3346318263;80091;;Kit 2 Poltronas Viena Gomada Suede Pés Palito Castanho;2023-06-13;;active;;Classico;Por conta do comprador;159;variation;1;;;178633882113;Cor: Marrom
MLB3346318263;80091;;Kit 2 Poltronas Viena Gomada Suede Pés Palito Castanho;2023-06-13;;active;;Classico;Por conta do comprador;159;variation;1;;;178633882115;Cor: Marrom rato
MLB3346318263;80091;;Kit 2 Poltronas Viena Gomada Suede Pés Palito Castanho;2023-06-13;;active;;Classico;Por conta do comprador;159;variation;1;;;178633882117;Cor: Preto
MLB3346318263;80091;;Kit 2 Poltronas Viena Gomada Suede Pés Palito Castanho;2023-06-13;;active;;Classico;Por conta do comprador;159;variation;1;;;178633882119;Cor: Rosa bebê
MLB3346318263;80091;;Kit 2 Poltronas Viena Gomada Suede Pés Palito Castanho;2023-06-13;;active;;Classico;Por conta do comprador;159;variation;1;;;178633882121;Cor: Rose
MLB3346318263;80091;;Kit 2 Poltronas Viena Gomada Suede Pés Palito Castanho;2023-06-13;;active;;Classico;Por conta do comprador;159;variation;1;;;178633882123;Cor: Verde
MLB3829765746;49106;7908439270144;Poltrona Decorativa Sala Stella Linho Grosso Bege Pés Palito Natural D'rossi;2023-07-24;;active;;Premium;Por conta do comprador;317;item;0;;;;
MLB3359705405;30303;7908439208284;Poltrona Sala Anitta Corano Nozes Pés Castanho D'rossi Marrom Liso;2023-06-27;;active;;Premium;Por conta do comprador;253;item;0;;;;
MLB3346300843;80053;7908670891214;Poltrona Viena Gomada Suede Grafite Pés Palito Castanho Cinza Liso;2023-06-13;;active;;Premium;Por conta do comprador;318;item;0;;;;
MLB3750067900;33919;7908274410583;Poltrona Sala Decorativa Elisa Giratória Madeira Sintético Pu Nozes D03 - D'rossi Liso;2023-06-27;;active;;Premium;Por conta do comprador;997;item;0;;;;
MLB3757568256;2874;7890000172301;Cadeira Eiffel Charles Eames Branca Em Madeira E Polipropileno D'rossi Branco;2023-06-29;;active;;Premium;Frete gratis;27;item;0;;;;
MLB3364869093;41381;7908274484898;Mesa Para Computador Escrivaninha Porto 120cm Preto D'rossi;2023-07-03;;active;;Premium;Por conta do comprador;6;item;0;;;;
MLB3755305432;76782;7908670834044;Poltrona Decorativa Industrial Dourado Kit 2 Stella Suede Azul Marinho D'rossi Liso;2023-06-29;;active;;Premium;Por conta do comprador;506;item;0;;;;
MLB3771854398;37539;7908274429011;Poltrona D'rossi Stella Peach Rose Cor Rosa Desenho Do Tecido Liso;2023-07-05;;active;;Premium;Por conta do comprador;318;item;0;;;;
MLB3370215115;53902;7908477224512;Puff Love Suede Bege Base Industrial Cobre - D'rossi;2023-07-07;;active;;Premium;Por conta do comprador;1000;item;0;;;;
MLB3371080625;74276;7908575991088;Puff Sher Corano Nozes Pés Palito De Ferro - D'rossi Marrom;2023-07-09;;active;;Premium;Frete gratis;291;item;0;;;;
MLB3370663747;76118-66252;7908670829798;Cabeceira California Para Cama Box Queen 160 Cm Suede Cor Marrom - D'rossi;2023-07-08;;active;;Classico;Por conta do comprador;1000;item;0;;;;
MLB3809715916;80907;7908670857814;Folhagem Buxo Real Toque Com Powder Plástico 13x33 Cm Verde Verde;2023-07-17;;active;;Premium;Por conta do comprador;27;item;0;;;;
MLB3387497891;73481;7908575983687;Sofá Cama 2 Lugares 210cm Lisboa Sintético Branco - D'rossi Liso;2023-07-24;;active;;Premium;Por conta do comprador;277;item;0;;;;
MLB3831216414;79131;7908670869909;Poltrona Stella Corino Branco Base Metálica Industrial Preto Liso Branco Liso;2023-07-25;;active;;Premium;Por conta do comprador;1000;item;0;;;;
MLB3387554031;74015;7908575981454;Sofá 3 Lugares 182cm Living Sala Base Madeira Castanho Juliette Corino Bege Liso;2023-07-24;;active;;Premium;Por conta do comprador;1000;item;0;;;;
MLB3829648900;74017;7908575984622;Sofá 03 Lugares Juliette Corino Branco Base Madeira Castanho Liso;2023-07-24;;active;;Premium;Por conta do comprador;1000;item;0;;;;
MLB3387561065;65915;7908575928039;Poltrona Sala Decorativa Marisa Aço Industrial Dourado Linho Bege D03 - D'rossi Liso Bege Liso;2023-07-24;;active;;Premium;Por conta do comprador;1000;item;0;;;;
MLB3831834076;79147;7908670869961;Poltrona Sala De Estar Base Industrial Preto Stella Corano Nozes D'rossi Liso;2023-07-25;;active;;Premium;Por conta do comprador;1012;item;0;;;;
MLB3387647663;49560;7908439278133;Poltrona Sala Decorativa Stella Pé Palito Natural Suede Cinza - D'rossi Liso;2023-07-24;;active;;Premium;Por conta do comprador;328;item;0;;;;
MLB3829724202;67495;7908575935747;Kit 02 Poltronas Stella Corano Nozes Pés Palito Castanho Marrom Liso Marrom Liso;2023-07-24;;active;;Premium;Por conta do comprador;148;item;0;;;;
MLB3387473157;47980;7908439254960;Kit Com 2 Poltronas Marisa D'rossi De Suede Marrom Com Pés Dourados Liso;2023-07-24;;active;;Premium;Por conta do comprador;500;item;0;;;;
MLB3828058360;57605;7908477245012;Adorno Coração Decorativo Deitado Dourado Em Cerâmica 10x11 Dourado;2023-07-24;;active;;Classico;Por conta do comprador;11;item;0;;;;
MLB3829717240;50908;7908439287562;Poltrona Giratória Stella Suede Preto Base Madeira Mm30 Liso Preto Liso;2023-07-24;;active;;Classico;Por conta do comprador;1000;item;0;;;;
MLB3387496531;35903;7908274422609;Poltrona Shell Corino Bege Sala Quarto - D'rossi;2023-07-24;;active;;Premium;Por conta do comprador;1000;item;0;;;;
MLB3387461035;71385;7908575938960;Poltrona Giratória Stella Suede Cinza Base Cromada - D'rossi Liso;2023-07-24;;active;;Classico;Por conta do comprador;998;item;0;;;;
MLB3831847516;65709;7908575925618;Poltrona Sala Decorativa Kit 2 Marisa Aço Industrial Preto Linho Grafite D03 - D'rossi Liso;2023-07-25;;active;;Premium;Por conta do comprador;500;item;0;;;;
MLB3829719376;49252;7908439272063;Kit 02 Poltronas Stella Linho Areia A27 Pés Palito Natural Bege Liso;2023-07-24;;active;;Premium;Por conta do comprador;158;item;0;;;;
MLB3829751416;59807;7908477271547;Cabeceira Stambul Para Cama Box King 195 Cm Suede Bege;2023-07-24;;active;;Classico;Por conta do comprador;1000;item;0;;;;
MLB3387560029;76899;7908670834525;Poltrona Stella Corano Nozes Base Industrial Dourada D'rossi Marrom Liso;2023-07-24;;active;;Premium;Por conta do comprador;1012;item;0;;;;
MLB3387626339;53928;7908477224666;Kit 04 Puffs Iron Suede Preto Base Metálica Cobre - D'rossi;2023-07-24;;active;;Premium;Por conta do comprador;250;item;0;;;;
MLB3831219076;79109;7908670869817;Poltrona Sala De Estar Base Industrial Preto Stella Veludo Preto D'rossi Preto Liso;2023-07-25;;active;;Premium;Por conta do comprador;1000;item;0;;;;
MLB3387464449;51166;7908439288910;Poltrona Giratória Stella Linho Cinza Claro A05 Base Cromada;2023-07-24;;active;;Premium;Por conta do comprador;999;item;0;;;;
MLB3831216008;78945;7908670869015;Poltrona Stella Corano Nozes Com Linho Grafite Base Metálica Liso;2023-07-25;;active;;Classico;Por conta do comprador;1000;item;0;;;;
MLB3831112208;54496;7908477229029;Kit 02 Poltronas Marisa Suede Marrom Base X Dourada Liso;2023-07-25;;active;;Premium;Por conta do comprador;500;item;0;;;;
MLB3831145404;56613;7908477245159;Poltrona Marisa Corano Nozes Com Linho Grosso Bege A19 Base Industrial Metálica Preto Liso;2023-07-25;;active;;Premium;Por conta do comprador;1000;item;0;;;;
MLB3831203782;78987;7908670869244;2 Poltronas Stella Corano Preto C/ Linho Cinza Base Metálica Liso;2023-07-25;;active;;Premium;Por conta do comprador;500;item;0;;;;
MLB3831215166;76678;7908670833535;Poltrona Stella Corano Nozes Linho Bege A19 Base Industrial Liso;2023-07-25;;active;;Premium;Por conta do comprador;1010;item;0;;;;
